x;y
Lecha fluida cruda de vaca;2.2
Leche fluida entera pasteurizada;17.5
Leche fluida semidescremada;1.6
Leche en polvo semidescremada;0
Leche pasteurizada/ Leche fluida descremada;0.1
Lecha en polvo descremada;0.1
Leche en polvo entera ;0.6
Quesos;1.6
Leche pasteurizada/crema de leche;0.5
Leche pasteurizada/yogur;0.3
