x;y
1;7.1
2;17.9
3;6.3
4;8.1
5;6.7
6;16
7;17
8;12.4
9;7.6
10;19
11;11.1
12;6.6
13;16
14;22.4
15;17.3
16;13.4
17;30.7
18;24.1
19;22.3
20;40.4
21;29.6
22;34.5
